 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Far West LHD, 2014-15, Far West LHD, Persons,193,588,503.9,681.7
 Far West LHD, 2014-15, Rest of NSW, Males,"28,759",745.5,736.8,754.2
 Far West LHD, 2014-15, Rest of NSW, Females,"19,172",453.5,447,460.1
 Far West LHD, 2014-15, Rest of NSW, Persons,"47,931",596.9,591.5,602.3
 Far West LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Far West LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Far West LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Far West LHD, 2015-16, Far West LHD, Males,128,830.2,686,994.7
 Far West LHD, 2015-16, Far West LHD, Females,69,360.9,275.2,463.3
 Far West LHD, 2015-16, Far West LHD, Persons,197,599.7,514.2,694.8
 Far West LHD, 2015-16, Rest of NSW, Males,"28,501",726.9,718.4,735.5
 Far West LHD, 2015-16, Rest of NSW, Females,"18,895",440.1,433.7,446.6
 Far West LHD, 2015-16, Rest of NSW, Persons,"47,396",581.4,576.1,586.8
 Far West LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Far West LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Far West LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Far West LHD, 2016-17, Far West LHD, Males,146,924.3,773.2,1095.3
 Far West LHD, 2016-17, Far West LHD, Females,85,513.3,401.6,644.5
 Far West LHD, 2016-17, Far West LHD, Persons,231,726.3,630.3,832.2
 Far West LHD, 2016-17, Rest of NSW, Males,"30,076",752.3,743.8,761
 Far West LHD, 2016-17, Rest of NSW, Females,"19,874",453.4,447,459.9
 Far West LHD, 2016-17, Rest of NSW, Persons,"49,951",601.3,595.9,606.7
 Far West LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Far West LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Far West LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
,,,,,,,
Copyright notice:,,,,,,,
"This work is copyright NSW Ministry of Health, 2015. It may be reproduced in whole or in part,",,,,,,,
subject to the inclusion of an acknowledgement of the source. Commercial usage or sale is prohibited.,,,,,,,
,,,,,,,
Suggested citation:,,,,,,,
Centre for Epidemiology and Evidence. Health Statistics New South Wales. Sydney: NSW Ministry of Health. Available at: www.healthstats.nsw.gov.au. Accessed (insert date of access).,,,,,,,
,,,,,,,
Produced By:,,,,,,,
"Centre for Epidemiology and Evidence (http://www.health.nsw.gov.au/epidemiology/Pages/default.aspx), Population Health Division, NSW Ministry of Health (http://www.health.nsw.gov.au/).",,,,,,,
,,,,,,,
Note:,,,,,,,
"Calculated using age and sex-specific aetiological fractions from the&nbsp;Australian Burden of Disease Study 2011: methods and supplementary information. Only NSW residents are included. Figures are based on where a person resides, not where they are treated. Hospital separations were classified using ICD-10-AM. Rates were age-adjusted using the Australian population as at 30 June 2001. Numbers for recent years include an estimate of the small number of hospitalisations of NSW residents in interstate public hospitals, data for which were unavailable at the time of production. Further details can be found in the Methods tab &nbsp;in the following HealthStats NSW indicator: http://www.healthstats.nsw.gov.au/Indicator/bod_hos_cat Data for some LHDs may not be included individually due to low numbers. All LHDs include Albury Local Government Area and those LHDs where numbers are low and records where the LHD was missing or not stated. ",,,,,,,
,,,,,,,
Source:,,,,,,,
"NSW Combined Admitted Patient Epidemiology Data and ABS population estimates (SAPHaRI). Centre for Epidemiology and Evidence, NSW Ministry of Health.",,,,,,,
,,,,,,,
File Created:,,,,,,,
22/04/2019,,,,,,,
